,word,categ,prime,corrAns,correct,rt,file,word_prime_merge
2864,KURE,2,chancho,right,0,1.383658800041303,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KURE_chancho
2865,VIDA,3,biología,right,0,1.350386600010097,000113_guarani3_2023-11-15_18h01.19.231.xlsx,VIDA_biología
2866,CACHORRO,3,mascota,right,1,1.200411000056192,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CACHORRO_mascota
2867,KUIMBA'E,1,señor,right,1,1.000414300011471,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUIMBA'E_señor
2868,KARUMBE,2,lento,right,0,1.250388099811971,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARUMBE_lento
2869,KUATIAÑE'Ẽ,1,correo,right,1,0.9670503998640925,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUATIAÑE'Ẽ_correo
2870,MITÃKUÑA'I,1,mujer,right,1,1.316816699923947,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃKUÑA'I_mujer
2871,OÑANI,2,caminar,right,1,1.250323900021613,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OÑANI_caminar
2872,KO'Ẽ,1,mañana,right,1,1.367045300081372,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KO'Ẽ_mañana
2873,CABEZA,3,cráneo,right,1,1.383672900032252,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CABEZA_cráneo
2874,RUPI'A,2,gallina,right,1,1.517103399848565,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RUPI'A_gallina
2875,KARAI,1,hombre,right,1,1.233711899956688,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARAI_hombre
2876,ÑATI'Ũ,2,picadura,right,0,2.267007599817589,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÑATI'Ũ_picadura
2877,YPE,2,ave,right,1,1.45035420008935,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YPE_ave
2878,CIRUELA,3,durazno,right,1,1.250640399986878,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CIRUELA_durazno
2879,KAVAJU,2,campo,right,1,1.217060800176114,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAVAJU_campo
2880,AVATI,2,pochoclo,right,0,1.350390800042078,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVATI_pochoclo
2881,TAHÝI,2,hormiguero,right,0,1.733731300104409,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TAHÝI_hormiguero
2882,IPORÃ,1,bello,right,1,1.917105900123715,000113_guarani3_2023-11-15_18h01.19.231.xlsx,IPORÃ_bello
2883,SERPIENTE,3,víbora,right,1,1.233683999860659,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SERPIENTE_víbora
2884,SALUD,3,vida,right,1,1.200383800081909,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SALUD_vida
2885,JAGUA,2,animal,right,1,1.783468699781224,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JAGUA_animal
2886,MBOREROTOCHU,2,trompa,right,0,1.783730000024661,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBOREROTOCHU_trompa
2887,ASAJE,1,núcleo,left,0,1.500441699987277,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ASAJE_núcleo
2888,KA'ARU,1,mujer,left,0,1.250373400049284,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KA'ARU_mujer
2889,TEMBIPORU,2,serpiente,left,1,1.717092099832371,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TEMBIPORU_serpiente
2890,AMO,1,zanahoria,left,1,1.40038530016318,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AMO_zanahoria
2891,MBERU,2,papa,left,1,1.700104299932718,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBERU_papa
2892,MITÃ,1,atún,left,1,1.683701799949631,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃ_atún
2893,HE'Ẽ,2,pájaro,left,1,1.333721700124443,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HE'Ẽ_pájaro
2894,TIGRE,3,alga,left,1,1.400415499927476,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TIGRE_alga
2895,YVA,1,bombilla,left,0,1.750368099892512,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YVA_bombilla
2896,AVENA,3,tortuga,left,1,1.25033549987711,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVENA_tortuga
2897,GUYRA,2,taza,left,1,1.267040600068867,000113_guarani3_2023-11-15_18h01.19.231.xlsx,GUYRA_taza
2898,KUÑATAI,1,cal,left,1,1.867035400122404,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑATAI_cal
2899,JUKY,2,casa,left,1,1.200410800054669,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JUKY_casa
2900,IVAI,1,estrella,left,0,1.23373239999637,000113_guarani3_2023-11-15_18h01.19.231.xlsx,IVAI_estrella
2901,HUMANO,3,cartón,left,1,1.317034699954093,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HUMANO_cartón
2902,TRIGO,3,oreja,left,1,1.267053900053725,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TRIGO_oreja
2903,CARA,3,lapicera,left,1,1.817075900034979,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CARA_lapicera
2904,MANO,3,zócalo,left,1,1.250383400125429,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MANO_zócalo
2905,FAMILIA,3,rúcula,left,1,1.317057699896395,000113_guarani3_2023-11-15_18h01.19.231.xlsx,FAMILIA_rúcula
2906,HO'U,1,correr,left,1,1.417034799931571,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HO'U_correr
2907,AMIGO,3,uva,left,1,1.217051000101492,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AMIGO_uva
2908,KAMBY,1,leer,left,1,1.233764299890026,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAMBY_leer
2909,ÑANDU,2,papa,left,1,1.617035100003704,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÑANDU_papa
2910,PYHAREVE,1,menta,left,1,1.533500799909234,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PYHAREVE_menta
2911,PULPO,3,edificio,left,1,1.250164799857885,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PULPO_edificio
2912,KARIA'Y,1,pan,left,1,1.783690500073135,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARIA'Y_pan
2913,ÓGA,1,salmón,left,0,1.450374700129032,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÓGA_salmón
2914,BRAZO,3,arroz,left,1,1.400392099982128,000113_guarani3_2023-11-15_18h01.19.231.xlsx,BRAZO_arroz
2915,PETEĨ,1,escuela,left,1,1.250357900047675,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PETEĨ_escuela
2916,PEẼ,1,pera,left,1,1.450380899943411,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PEẼ_pera
2917,PIE,3,pata,right,1,1.300130000105128,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PIE_pata
2918,PERA,3,durazno,right,1,1.650399300036952,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PERA_durazno
2919,OVEVE,2,pájaro,right,1,1.300394400022924,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OVEVE_pájaro
2920,OHAI,1,leer,right,1,1.41709590004757,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OHAI_leer
2921,YVY'A,2,batata,right,1,1.250353700015694,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YVY'A_batata
2922,PIRA,2,salmón,right,1,1.300396199803799,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PIRA_salmón
2923,PYHARE,1,día,right,1,1.517097800038755,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PYHARE_día
2924,MADRE,3,abuela,right,1,1.400386499939486,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MADRE_abuela
2925,TEMBI'U,2,arroz,right,0,1.367075599962845,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TEMBI'U_arroz
2926,AVATI'I,2,comida,right,1,1.233712800079957,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVATI'I_comida
2927,CHEAÑYRÕ,1,perdón,right,1,1.333734799874946,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CHEAÑYRÕ_perdón
2928,CUERPO,3,vida,right,1,1.350556600140408,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CUERPO_vida
2929,POLLO,3,gallina,right,1,1.233768700156361,000113_guarani3_2023-11-15_18h01.19.231.xlsx,POLLO_gallina
2930,SEVÓI,2,ajo,right,1,1.283699800027534,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SEVÓI_ajo
2931,PAKOVA,2,plátano,right,1,1.333689199993387,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PAKOVA_plátano
2932,MITÃ'I,1,nene,right,1,1.26701489998959,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃ'I_nene
2933,KUATIAHAIPYRE,1,noticia,right,1,1.483740199822932,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUATIAHAIPYRE_noticia
2934,RELOJ,3,tiempo,right,1,1.217005100101233,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RELOJ_tiempo
2935,OÑARÕ,2,rugir,right,0,1.767016700003296,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OÑARÕ_rugir
2936,CEBRA,3,rayas,right,1,1.350367299979553,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CEBRA_rayas
2937,KUÑAKARAI,1,mujer,right,1,1.267028300091624,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑAKARAI_mujer
2938,OMOÑE'Ẽ,1,libro,right,1,1.300354900071397,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OMOÑE'Ẽ_libro
2939,ENERGÍA,3,potencia,right,1,1.317041000118479,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ENERGÍA_potencia
2940,CAMPO,3,estancia,right,1,1.233731199987233,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CAMPO_estancia
2941,DAMA,3,mujer,right,1,1.350162399932742,000113_guarani3_2023-11-15_18h01.19.231.xlsx,DAMA_mujer
2942,PE,1,este,right,1,1.233672800008208,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PE_este
2943,MBUJAPE,1,tostada,right,1,1.583712999941781,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBUJAPE_tostada
2944,KUÑA,1,chica,right,1,1.233694599941373,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑA_chica
2945,PARRILLA,3,asado,right,1,1.200417899992317,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PARRILLA_asado
2946,ATÚN,3,pez,right,1,1.233721799915656,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ATÚN_pez
2947,PÝRA,2,televisor,left,1,1.383717899909243,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PÝRA_televisor
2948,SO'O,2,sonido,left,1,1.417048700153828,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SO'O_sonido
2949,KAGUY,1,tortuga,left,1,1.266788000008091,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAGUY_tortuga
2950,RYGUASU,2,mar,left,0,1.383731600129977,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RYGUASU_mar
2951,LAGO,3,panadería,left,1,1.317146399989724,000113_guarani3_2023-11-15_18h01.19.231.xlsx,LAGO_panadería
2952,JUKYSY,2,sonido,left,1,1.400368800153956,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JUKYSY_sonido
2953,SELVA,3,espalda,left,1,1.600393099943176,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SELVA_espalda
2954,MANZANA,3,sandalia,left,1,1.267093000002205,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MANZANA_sandalia
2955,AREKO,2,cocinar,left,1,1.350331099936739,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AREKO_cocinar
2956,OVEJA,3,labial,left,1,1.350366699974984,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OVEJA_labial
2957,PARQUE,3,anillo,left,1,1.350367199862376,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PARQUE_anillo
2958,EIRATÃ,2,casa,left,1,1.850392200052738,000113_guarani3_2023-11-15_18h01.19.231.xlsx,EIRATÃ_casa
2959,ÁGUILA,3,yerba,left,0,1.817045800155029,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÁGUILA_yerba
2960,REMERA,3,clavo,left,1,1.300389300100505,000113_guarani3_2023-11-15_18h01.19.231.xlsx,REMERA_clavo
2961,HA'E,1,caballo,left,1,1.400541300186887,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HA'E_caballo
2962,TAPITI,2,tapa,left,1,1.633691100170836,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TAPITI_tapa
2963,KA'I,2,carta,left,1,1.417027799878269,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KA'I_carta
2964,MBARAKAJA,2,banana,left,1,1.350411700084805,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBARAKAJA_banana
2965,ANGUJA,2,firma,left,1,1.467121999943629,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ANGUJA_firma
2966,NDE,1,cuchara,left,1,1.250398800009862,000113_guarani3_2023-11-15_18h01.19.231.xlsx,NDE_cuchara
2967,AJOGUA,2,mano,left,1,1.917036800179631,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AJOGUA_mano
2968,AMBOJY,2,cielo,left,0,1.40039570000954,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AMBOJY_cielo
2969,CHE,1,hoja,left,1,1.266784899868071,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CHE_hoja
2970,HIJO,3,rayo,left,1,1.300377500010654,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HIJO_rayo
2971,MYMBA,2,tablero,left,1,1.400352099910378,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MYMBA_tablero
2972,CAMELLO,3,kiwi,left,1,1.250406600069255,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CAMELLO_kiwi
2973,VAKAME,2,nave,left,1,1.417071200208738,000113_guarani3_2023-11-15_18h01.19.231.xlsx,VAKAME_nave
2974,RÍO,3,barba,left,1,0.8667909000068903,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RÍO_barba
2975,MERÕ,2,ala,left,1,1.267003400018439,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MERÕ_ala
2976,Y,1,noche,left,1,1.467055799905211,000113_guarani3_2023-11-15_18h01.19.231.xlsx,Y_noche
2977,YVYPÓRA,1,conejo,left,1,1.300368500174955,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YVYPÓRA_conejo
2978,OÑE'Ẽ,1,hormiga,left,0,1.2836956998799,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OÑE'Ẽ_hormiga
2979,AGUYJE,1,azúcar,left,1,1.45038910000585,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AGUYJE_azúcar
2980,TÍO,3,ricota,left,1,1.250123600009829,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TÍO_ricota
2981,ARANDUKA,1,balcón,left,1,1.283737800084054,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ARANDUKA_balcón
2982,COCODRILO,3,codo,left,1,1.400420399848372,000113_guarani3_2023-11-15_18h01.19.231.xlsx,COCODRILO_codo
2983,OGUATA,2,avena,left,1,1.267088999971747,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OGUATA_avena
2984,KURE,2,edificio,left,1,1.517028199974447,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KURE_edificio
2985,VIDA,3,trapo,left,1,1.183730500051752,000113_guarani3_2023-11-15_18h01.19.231.xlsx,VIDA_trapo
2986,CACHORRO,3,cebolla,left,1,1.233717499999329,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CACHORRO_cebolla
2987,KUIMBA'E,1,noche,left,1,1.650137499906123,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUIMBA'E_noche
2988,KARUMBE,2,arroz,left,1,1.550386599963531,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARUMBE_arroz
2989,KUATIAÑE'Ẽ,1,hierro,left,1,1.483736600028351,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUATIAÑE'Ẽ_hierro
2990,MITÃKUÑA'I,1,gallo,left,1,1.417025899980217,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃKUÑA'I_gallo
2991,OÑANI,2,ojo,left,1,1.366791199892759,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OÑANI_ojo
2992,KO'Ẽ,1,vaso,left,1,1.317024199990556,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KO'Ẽ_vaso
2993,CABEZA,3,té,left,1,1.267053199931979,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CABEZA_té
2994,RUPI'A,2,rubí,left,0,1.333685500081629,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RUPI'A_rubí
2995,KARAI,1,amanecer,left,1,1.316995000001043,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARAI_amanecer
2996,ÑATI'Ũ,2,hormigón,left,0,1.250364899868146,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÑATI'Ũ_hormigón
2997,YPE,2,termo,left,0,1.316792400088161,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YPE_termo
2998,CIRUELA,3,ladrido,left,1,1.250403000041842,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CIRUELA_ladrido
2999,KAVAJU,2,tarde,left,1,1.267034199787304,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAVAJU_tarde
3000,AVATI,2,araña,left,0,1.28366189985536,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVATI_araña
3001,TAHÝI,2,luna,left,1,1.983721900032833,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TAHÝI_luna
3002,IPORÃ,1,aquel,left,1,1.250391100067645,000113_guarani3_2023-11-15_18h01.19.231.xlsx,IPORÃ_aquel
3003,SERPIENTE,3,horno,left,1,1.250382900005206,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SERPIENTE_horno
3004,SALUD,3,vocal,left,1,1.267006899928674,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SALUD_vocal
3005,JAGUA,2,fruta,left,0,1.483756199944764,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JAGUA_fruta
3006,MBOREROTOCHU,2,capa,left,1,1.283697000006214,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBOREROTOCHU_capa
3007,ASAJE,1,descanso,right,1,1.267027299851179,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ASAJE_descanso
3008,KA'ARU,1,día,right,0,1.533713000128046,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KA'ARU_día
3009,TEMBIPORU,2,cuchara,right,0,1.400391299976036,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TEMBIPORU_cuchara
3010,AMO,1,ese,right,0,1.433706299867481,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AMO_ese
3011,MBERU,2,zumbido,right,0,1.283697500126436,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBERU_zumbido
3012,MITÃ,1,joven,right,1,1.217042200034484,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃ_joven
3013,HE'Ẽ,2,sabor,right,0,1.317059099907055,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HE'Ẽ_sabor
3014,TIGRE,3,león,right,1,1.233720000134781,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TIGRE_león
3015,YVA,1,manzana,right,1,1.250442899996415,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YVA_manzana
3016,AVENA,3,cereal,right,1,1.28372610011138,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVENA_cereal
3017,GUYRA,2,ave,right,1,1.267060899874195,000113_guarani3_2023-11-15_18h01.19.231.xlsx,GUYRA_ave
3018,KUÑATAI,1,señorita,right,1,1.250376099953428,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑATAI_señorita
3019,JUKY,2,salado,right,1,1.250398200005293,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JUKY_salado
3020,IVAI,1,horrible,right,1,1.267053599935025,000113_guarani3_2023-11-15_18h01.19.231.xlsx,IVAI_horrible
3021,HUMANO,3,persona,right,1,1.300381599925458,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HUMANO_persona
3022,TRIGO,3,maíz,right,1,1.233740700175986,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TRIGO_maíz
3023,CARA,3,rostro,right,1,1.400365900015458,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CARA_rostro
3024,MANO,3,dedo,right,1,1.283726199995726,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MANO_dedo
3025,FAMILIA,3,padres,right,1,1.250378099968657,000113_guarani3_2023-11-15_18h01.19.231.xlsx,FAMILIA_padres
3026,HO'U,1,tomar,right,1,1.417017800034955,000113_guarani3_2023-11-15_18h01.19.231.xlsx,HO'U_tomar
3027,AMIGO,3,compañía,right,1,1.333465700037777,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AMIGO_compañía
3028,KAMBY,1,vaca,right,0,1.250147700076923,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAMBY_vaca
3029,ÑANDU,2,bicho,right,1,1.317049199948087,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÑANDU_bicho
3030,PYHAREVE,1,amanecer,right,1,0.9170520000625402,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PYHAREVE_amanecer
3031,PULPO,3,calamar,right,1,1.216800000052899,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PULPO_calamar
3032,KARIA'Y,1,joven,right,1,1.317049900069833,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KARIA'Y_joven
3033,ÓGA,1,hogar,right,1,1.267160600051284,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ÓGA_hogar
3034,BRAZO,3,codo,right,1,1.316812300123274,000113_guarani3_2023-11-15_18h01.19.231.xlsx,BRAZO_codo
3035,PETEĨ,1,uno,right,1,1.28373649995774,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PETEĨ_uno
3036,PEẼ,1,nosotros,right,1,1.333726099925116,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PEẼ_nosotros
3037,PIE,3,vidrio,left,1,1.38372699986212,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PIE_vidrio
3038,PERA,3,luz,left,1,1.133744099875912,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PERA_luz
3039,OVEVE,2,pan,left,1,1.250387900043279,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OVEVE_pan
3040,OHAI,1,melón,left,1,1.233704299898818,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OHAI_melón
3041,YVY'A,2,caballo,left,1,1.800366099923849,000113_guarani3_2023-11-15_18h01.19.231.xlsx,YVY'A_caballo
3042,PIRA,2,dama,left,1,1.183712900150567,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PIRA_dama
3043,PYHARE,1,pelo,left,1,1.5670435000211,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PYHARE_pelo
3044,MADRE,3,tecla,left,1,1.2337507000193,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MADRE_tecla
3045,TEMBI'U,2,muchacho,left,1,1.383741799974814,000113_guarani3_2023-11-15_18h01.19.231.xlsx,TEMBI'U_muchacho
3046,AVATI'I,2,aguja,left,1,1.617028800072148,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AVATI'I_aguja
3047,CHEAÑYRÕ,1,mañana,left,1,1.88371800002642,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CHEAÑYRÕ_mañana
3048,CUERPO,3,ventana,left,1,1.217044699937105,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CUERPO_ventana
3049,POLLO,3,cielo,left,1,1.233704800019041,000113_guarani3_2023-11-15_18h01.19.231.xlsx,POLLO_cielo
3050,SEVÓI,2,señal,left,1,1.250325599918142,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SEVÓI_señal
3051,PAKOVA,2,pala,left,1,1.333709399914369,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PAKOVA_pala
3052,MITÃ'I,1,salado,left,1,1.317038200097159,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MITÃ'I_salado
3053,KUATIAHAIPYRE,1,manguera,left,1,1.317052199970931,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUATIAHAIPYRE_manguera
3054,RELOJ,3,arbusto,left,1,1.417082200059667,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RELOJ_arbusto
3055,OÑARÕ,2,pescado,left,1,1.250369100132957,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OÑARÕ_pescado
3056,CEBRA,3,pastas,left,1,1.467071400023997,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CEBRA_pastas
3057,KUÑAKARAI,1,zanahoria,left,1,1.333752200007439,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑAKARAI_zanahoria
3058,OMOÑE'Ẽ,1,araña,left,1,1.2337507000193,000113_guarani3_2023-11-15_18h01.19.231.xlsx,OMOÑE'Ẽ_araña
3059,ENERGÍA,3,ojo,left,1,1.450443299952894,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ENERGÍA_ojo
3060,CAMPO,3,vidrio,left,1,1.466832399833947,000113_guarani3_2023-11-15_18h01.19.231.xlsx,CAMPO_vidrio
3061,DAMA,3,lago,left,1,1.200413800077513,000113_guarani3_2023-11-15_18h01.19.231.xlsx,DAMA_lago
3062,PE,1,mano,left,1,1.233476200141013,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PE_mano
3063,MBUJAPE,1,reja,left,1,1.417059300001711,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MBUJAPE_reja
3064,KUÑA,1,farol,left,1,1.233714799862355,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KUÑA_farol
3065,PARRILLA,3,zócalo,left,1,1.200362299801782,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PARRILLA_zócalo
3066,ATÚN,3,pelota,left,1,1.200357599882409,000113_guarani3_2023-11-15_18h01.19.231.xlsx,ATÚN_pelota
3067,PÝRA,2,cocido,right,1,1.467070699902251,000113_guarani3_2023-11-15_18h01.19.231.xlsx,PÝRA_cocido
3068,SO'O,2,bife,right,1,1.233695200178772,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SO'O_bife
3069,KAGUY,1,vino,right,1,1.283790400018916,000113_guarani3_2023-11-15_18h01.19.231.xlsx,KAGUY_vino
3070,RYGUASU,2,carne,right,0,1.48370960005559,000113_guarani3_2023-11-15_18h01.19.231.xlsx,RYGUASU_carne
3071,LAGO,3,laguna,right,1,1.167037599952891,000113_guarani3_2023-11-15_18h01.19.231.xlsx,LAGO_laguna
3072,JUKYSY,2,caldo,right,1,1.25044949981384,000113_guarani3_2023-11-15_18h01.19.231.xlsx,JUKYSY_caldo
3073,SELVA,3,bosque,right,1,1.217083800118417,000113_guarani3_2023-11-15_18h01.19.231.xlsx,SELVA_bosque
3074,MANZANA,3,rojo,right,1,1.250362500082701,000113_guarani3_2023-11-15_18h01.19.231.xlsx,MANZANA_rojo
3075,AREKO,2,poseer,right,0,1.43374040001072,000113_guarani3_2023-11-15_18h01.19.231.xlsx,AREKO_poseer
